DATA_OWNER,COUNTRY,LOCATION_NAME,REGION,AREA,AREA_NAME,ABC_SITE,TOP_TIER_SITE,SITE_PARENT_ID,SITE_PARENT_NAME,GEO_WATERBODY,SITE_ID,SITE_NAME,SHREVE_LINK_NO,DS_SHREVE_LINK_NO,ALTITUDE_M,CATCHMENT_AREA_US_KM2,DISTANCE_TO_SOURCE_KM,DISTANCE_TO_TIDAL_LIMIT_KM,SURVEY_ID,EVENT_DATE,EVENT_DATE_YEAR,SURVEY_RANKED_NGR,SURVEY_RANKED_EASTING,SURVEY_RANKED_NORTHING,SURVEY_LENGTH,SURVEY_WIDTH,SURVEY_AREA,FISHED_WIDTH,FISHED_AREA,SURVEY_METHOD,SURVEY_STRATEGY,NO_OF_RUNS,SURVEY_SPECIES_ID,SPECIES_ID,SPECIES_NAME,LATIN_NAME,AGE_BAND,RUN_1,RUN_2,RUN_3,RUN_4,RUN_5,RUN_6,ALL_RUNS,SPCSNO,SPCSNO_SE,SPCSPV,SPCSPV_SE,SURVEY_STATUS,IS_THIRD_PARTY,IS_SPECIES_SELECTIVE,SURVEY_INSERT_DATE
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER CRAKE/DOWNSTREAM BOUTHREY BRIDGE/,River Crake,5390,River Crake,GB112073071190,5408,Downstream Bouthrey Bridge,,,,,,,6225,09-07-1997,1997,SD2920088900,329200,488900,50.00,8.50,425,8.50,425,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,257902,118,Atlantic salmon,Salmo salar,0+,0,,,,,,0,,,,,Completed,No,No,25-11-2003 18:31:49
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER CRAKE/DOWNSTREAM BOUTHREY BRIDGE/,River Crake,5390,River Crake,GB112073071190,5408,Downstream Bouthrey Bridge,,,,,,,6225,09-07-1997,1997,SD2920088900,329200,488900,50.00,8.50,425,8.50,425,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,257902,118,Atlantic salmon,Salmo salar,>1+,0,,,,,,0,,,,,Completed,No,No,25-11-2003 18:31:49
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,"RIVER TEES/TEMPORAL COARSE, LOW HAILE BRIDGE/",River Tees,3439,River Tees,GB103025072593,8354,"Temporal Coarse, Low Haile Bridge",1155,1161,23.00,1196.22,97.106,62.867,77076,16-09-2003,2003,NZ3130010100,431300,510100,250.00,40.00,10000,40.00,10000,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,249687,118,Atlantic salmon,Salmo salar,0+,0,,,,,,0,,,,,Completed,No,No,22-09-2003 12:04:04
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/HELLIFIELD BECK/100M U/S HALTON WEST BRIDGE/,River Ribble,7620,Hellifield Beck,GB112071065611,7621,100m u/s Halton West bridge,8,256,120.00,7.64,5.878,80.827,78216,27-08-2003,2003,SD8508755273,385087,455273,53.00,2.00,106,2.00,106,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,254928,118,Atlantic salmon,Salmo salar,>1+,0,,,,,,0,,,,,Completed,No,No,31-10-2003 13:04:08
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER DERWENT/RIVER COCKER/1611.10 LOW STANGER FARM, RIVER COCKER/",River Derwent,5055,River Cocker,GB112075070400,11306,"1611.10 Low Stanger Farm, River Cocker",123,123,60.00,116.63,21.389,24.118,78351,10-09-2003,2003,NY1352127636,313521,527636,30.00,14.60,438,11.50,345,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),3,255709,111,Brown / sea trout,Salmo trutta,1+,2,1,1,,,,4,4,1,1,0,Completed,No,No,10-11-2003 11:19:52
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,"RIVER DERWENT/RIVER COCKER/1611.10 LOW STANGER FARM, RIVER COCKER/",River Derwent,5055,River Cocker,GB112075070400,11306,"1611.10 Low Stanger Farm, River Cocker",123,123,60.00,116.63,21.389,24.118,78351,10-09-2003,2003,NY1352127636,313521,527636,30.00,14.60,438,11.50,345,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),3,255709,111,Brown / sea trout,Salmo trutta,>1+,2,0,0,,,,2,2,0,1,0,Completed,No,No,10-11-2003 11:19:52
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,"RIVER TEES/SAP/BT ANNUAL, DEEPDALE BECK - BARNARD CASTLE/",River Tees,3439,River Tees,GB103025072170,3446,"SAP/BT Annual, Deepdale Beck - Barnard Castle",37,754,144.00,35.34,19.530,108.012,77227,30-09-2003,2003,NZ0440016600,404400,516600,74.00,4.80,355,4.80,355,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,250511,111,Brown / sea trout,Salmo trutta,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,03-10-2003 10:57:26
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/THRUSHEL/WOLF/MAIN WOLF/GERMANSWEEK/,Tamar,10650,Main Wolf,GB108047008020,8249,Germansweek,10,11,140.00,10.71,4.504,72.963,77303,03-08-2003,2003,SX4460094300,244600,94300,66.30,4.56,302,4.56,302,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,251054,111,Brown / sea trout,Salmo trutta,>1+,1,0,1,,,,2,2,1,1,1,Completed,No,No,06-10-2003 15:52:37
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/THRUSHEL/WOLF/MAIN WOLF/GERMANSWEEK/,Tamar,10650,Main Wolf,GB108047008020,8249,Germansweek,10,11,140.00,10.71,4.504,72.963,77303,03-08-2003,2003,SX4460094300,244600,94300,66.30,4.56,302,4.56,302,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,251054,111,Brown / sea trout,Salmo trutta,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,06-10-2003 15:52:37
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/WARLEGGAN/MAIN WARLEGGAN/WARLEGGAN GAUGING STATION/,Fowey,8842,Main Warleggan,GB108048007630,8429,Warleggan Gauging Station,13,13,77.00,24.67,10.001,24.535,77483,08-09-2003,2003,SX1596267423,215962,67423,61.20,5.40,330,5.40,330,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,252146,111,Brown / sea trout,Salmo trutta,>1+,9,6,2,,,,17,18,2,1,0,Completed,No,No,15-10-2003 10:16:43
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/WARLEGGAN/MAIN WARLEGGAN/WARLEGGAN GAUGING STATION/,Fowey,8842,Main Warleggan,GB108048007630,8429,Warleggan Gauging Station,13,13,77.00,24.67,10.001,24.535,77483,08-09-2003,2003,SX1596267423,215962,67423,61.20,5.40,330,5.40,330,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,252145,118,Atlantic salmon,Salmo salar,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,15-10-2003 10:16:43
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/ALCOMDEN WATER/ALCOMDEN WATER (DROUGHT SITE 2)/,River Calder catchment,11953,Alcomden Water,GB104027062850,11954,Alcomden Water (Drought Site 2),28,59,257.00,10.51,5.816,170.821,78802,12-09-2003,2003,SD9560032100,395600,432100,50.00,3.10,155,3.10,155,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,259942,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,08-12-2003 15:41:12
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER CALDER CATCHMENT/RIVER CALDER TRIBS/ALCOMDEN WATER/ALCOMDEN WATER (DROUGHT SITE 2)/,River Calder catchment,11953,Alcomden Water,GB104027062850,11954,Alcomden Water (Drought Site 2),28,59,257.00,10.51,5.816,170.821,78802,12-09-2003,2003,SD9560032100,395600,432100,50.00,3.10,155,3.10,155,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,259942,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,08-12-2003 15:41:12
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER LEVEN/GREAT OAKS WOOD BECK/GREAT OAKS WOOD/,River Leven,11944,Great Oaks Wood Beck,GB112073071420,11945,Great Oaks Wood,1,363,64.00,0.57,1.519,20.353,78789,11-07-2003,2003,SD3745590272,337455,490272,58.00,1.43,83,1.43,83,ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,259866,111,Brown / sea trout,Salmo trutta,Age?,0,,,,,,0,,,,,Completed,No,No,08-12-2003 10:04:22
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER CRAKE/400.00 LITTLE DICKS BRIDGE/,River Crake,5390,River Crake,GB112073071280,5407,400.00 Little Dicks Bridge,,,,,,,6212,02-09-1991,1991,SD3070083800,330700,483800,29.00,14.20,412,14.20,412,DC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,257852,111,Brown / sea trout,Salmo trutta,>1+,3,,,,,,3,,,,,Completed,No,No,25-11-2003 18:31:48
Environment Agency,England,South West Wessex (South - Blandford),South West,Wessex,Wessex,STOUR/RIVER ALLEN/D/S FITCHES BRIDGE/,Stour,19680,River Allen,GB108043011090,8775,D/S Fitches Bridge,13,15,22.00,158.13,19.022,35.371,151232,15-08-2017,2017,SU0065102524,400651,102524,100.00,7.32,732,7.32,732,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,667133,118,Atlantic salmon,Salmo salar,1+,1,0,0,,,,1,1,0,1,0,Completed,No,No,16-08-2017 10:43:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LYNHER/TIDDY BROOK/MAIN TIDDY BROOK/CUTMERE/,Lynher,24803,Main Tiddy Brook,GB108047003890,24922,Cutmere,,,,,,,104023,30-06-1997,1997,SX3290060500,232900,60500,80.00,4.50,360,4.50,360,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,383464,111,Brown / sea trout,Salmo trutta,0+,17,4,4,,,,25,26,2,1,0,Completed,No,No,20-02-2007 10:59:22
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LYNHER/TIDDY BROOK/MAIN TIDDY BROOK/CUTMERE/,Lynher,24803,Main Tiddy Brook,GB108047003890,24922,Cutmere,,,,,,,104023,30-06-1997,1997,SX3290060500,232900,60500,80.00,4.50,360,4.50,360,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,383464,111,Brown / sea trout,Salmo trutta,Age?,0,0,0,,,,0,0,0,0,0,Completed,No,No,20-02-2007 10:59:22
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LYNHER/TIDDY BROOK/MAIN TIDDY BROOK/CUTMERE/,Lynher,24803,Main Tiddy Brook,GB108047003890,24922,Cutmere,,,,,,,104023,30-06-1997,1997,SX3290060500,232900,60500,80.00,4.50,360,4.50,360,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,383463,118,Atlantic salmon,Salmo salar,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,20-02-2007 10:59:22
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/RIVER GWASH AND NORTH BROOK/GWASH/FRITHS FARM/,Welland Catchment,28943,Gwash,GB105031050610,6190,Friths Farm,22,145,32.00,147.33,32.471,67.554,108688,26-11-2007,2007,TF0210010700,502100,310700,215.00,6.50,1398,6.50,1398,ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,407546,154,Grayling,Thymallus thymallus,>1+,0,0,,,,,0,0,0,0,0,Completed,No,No,28-11-2007 10:45:40
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,RIVER TYNE/SOUTH TYNE/SOUTH TYNE AT PARKBURN FOOT/,River Tyne,10693,South Tyne,GB103023075530,8803,South Tyne at Parkburn foot,338,339,125.00,329.99,35.948,89.783,103777,20-09-2006,2006,NY6780061900,367800,561900,30.00,40.00,1200,5.00,150,ELECTRIC FISHING,SINGLE CATCH SAMPLE (PART WIDTH),1,382342,111,Brown / sea trout,Salmo trutta,0+,40,,,,,,40,,,,,Completed,No,No,31-01-2007 13:49:11
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MAIN PLYM/BRISWORTHY/,Plym,7172,Main Plym,GB108047003650,7177,Brisworthy,14,17,240.00,15.89,7.601,20.689,103547,26-07-1982,1982,SX5666065120,256660,65120,57.60,5.29,305,5.29,305,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,381395,111,Brown / sea trout,Salmo trutta,0+,84,23,15,,,,122,128,4,1,0,Completed,No,No,19-01-2007 15:50:15
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,PLYM/MAIN PLYM/BRISWORTHY/,Plym,7172,Main Plym,GB108047003650,7177,Brisworthy,14,17,240.00,15.89,7.601,20.689,103547,26-07-1982,1982,SX5666065120,256660,65120,57.60,5.29,305,5.29,305,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,381395,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,19-01-2007 15:50:15
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/DE LANK/MAIN DE LANK/FERNACRE/,Camel,16021,Main De Lank,GB108049007030,16022,Fernacre,1,5,261.00,3.64,2.749,39.793,103643,15-08-1997,1997,SX1508079510,215080,79510,71.00,2.10,149,2.10,149,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,381782,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,25-01-2007 10:48:30
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/CLERKENWATER/CLERKENWATER/,Camel,24282,Clerkenwater,GB108049000190,24283,Clerkenwater,,,,,,,103650,21-08-1997,1997,SX0580068900,205800,68900,52.90,2.80,148,2.80,148,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,381798,118,Atlantic salmon,Salmo salar,1+,0,,,,,,0,,,,,Completed,No,No,25-01-2007 11:46:14
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/RUTHERN/TREWOLLACK/,Camel,8226,Ruthern,GB108049000060,24442,Trewollack,,,,,,,103814,26-06-1991,1991,SW9640065900,196400,65900,55.00,2.68,147,2.68,147,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,382492,118,Atlantic salmon,Salmo salar,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,01-02-2007 10:55:14
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/RUTHERN/TREWOLLACK/,Camel,8226,Ruthern,GB108049000060,24442,Trewollack,,,,,,,103814,26-06-1991,1991,SW9640065900,196400,65900,55.00,2.68,147,2.68,147,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,382492,118,Atlantic salmon,Salmo salar,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,01-02-2007 10:55:14
Environment Agency,Scotland,North West North (North),North West,North,Cumbria and Lancashire,"BORDER ESK/LIDDEL WATER/TINNIS BURN/2188.00 WHISGILLS, TINNIS BURN,  LIDDEL WATER/",Border Esk,17814,Tinnis Burn,GB102077074440,5431,"2188.00 Whisgills, Tinnis Burn,  Liddel Water",,,,,,,103087,13-09-2006,2006,NY4561584042,345615,584042,50.00,4.90,245,4.90,245,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,378842,111,Brown / sea trout,Salmo trutta,1+,27,4,,,,,31,31,1,1,0,Completed,No,No,01-12-2006 10:42:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/ALLEN/MAIN ALLEN/TREHANNICK/,Camel,7319,Main Allen,GB108049007050,7328,Trehannick,5,8,63.00,19.66,8.334,22.166,103437,31-08-2001,2001,SX0663079100,206630,79100,61.40,3.60,221,3.60,221,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,380773,111,Brown / sea trout,Salmo trutta,0+,86,39,30,,,,155,186,14,0,0,Completed,No,No,11-01-2007 15:09:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/ALLEN/MAIN ALLEN/TREHANNICK/,Camel,7319,Main Allen,GB108049007050,7328,Trehannick,5,8,63.00,19.66,8.334,22.166,103437,31-08-2001,2001,SX0663079100,206630,79100,61.40,3.60,221,3.60,221,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,380773,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,11-01-2007 15:09:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,CAMEL/ALLEN/MAIN ALLEN/TREHANNICK/,Camel,7319,Main Allen,GB108049007050,7328,Trehannick,5,8,63.00,19.66,8.334,22.166,103437,31-08-2001,2001,SX0663079100,206630,79100,61.40,3.60,221,3.60,221,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,380773,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,11-01-2007 15:09:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,LYNHER/TIDDY BROOK/MAIN TIDDY BROOK/TREWEATHA/,Lynher,24803,Main Tiddy Brook,GB108047003890,19264,Treweatha,7,8,72.00,9.23,4.504,29.100,104131,26-09-1990,1990,SX2940065900,229400,65900,58.50,2.30,135,2.30,135,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,383980,111,Brown / sea trout,Salmo trutta,Age?,24,3,0,,,,27,27,0,1,0,Completed,No,No,23-02-2007 11:44:51
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/MAIN FOWEY/LOWER LANGDON/,Fowey,8410,Main Fowey,GB108048007650,8412,Lower Langdon,13,14,198.00,22.36,11.585,37.658,104150,09-08-2000,2000,SX2158072700,221580,72700,66.30,5.60,371,5.60,371,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,384059,111,Brown / sea trout,Salmo trutta,0+,15,10,3,,,,28,30,3,1,0,Completed,No,No,26-02-2007 09:51:14
Environment Agency,England,North West North (Central),North West,North,Cumbria and Lancashire,RIVER RIBBLE/RIVER DOUGLAS/RIVER YARROW/PTC BLACK BROOK (HOGGS LANE)/,River Ribble,4010,River Yarrow,GB112070064951,11078,ptc Black Brook (Hoggs Lane),6,7,76.00,9.45,5.471,34.956,123660,02-09-2010,2010,SD5924516219,359245,416219,75.00,4.80,360,4.80,360,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,478250,111,Brown / sea trout,Salmo trutta,1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,06-09-2010 10:03:00
Environment Agency,England,North East Yorkshire,Yorkshire and North East,Yorkshire,Yorkshire,RIVER AIRE CATCHMENT/RIVER AIRE/CARLETON BRIDGE/,River Aire catchment,4255,River Aire,GB104027063031,4240,Carleton Bridge,269,269,91.00,229.77,27.106,161.476,127096,27-06-2011,2011,SD9820250151,398202,450151,500.00,10.00,5000,10.00,5000,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,495928,111,Brown / sea trout,Salmo trutta,>1+,0,,,,,,0,,,,,Completed,No,No,22-07-2011 13:56:14
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/MAIN FOWEY/ASHFORD BRIDGE/,Fowey,8410,Main Fowey,GB108048007650,44481,Ashford Bridge,,,84.00,,20.781,28.461,153953,04-09-2018,2018,SX2034866088,220348,66088,57.90,8.49,492,8.49,492,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,683825,111,Brown / sea trout,Salmo trutta,>1+,0,0,0,,,,0,0,0,0,0,Completed,No,No,29-10-2018 15:02:58
Environment Agency,England,Thames North East,South East,North East Thames,Hertfordshire and North London,COLNE/MISBOURNE/ALLEVIATION OF LOW FLOW (ALF) STUDY/DOCTORS MEADOW/,Colne,37096,Alleviation of Low Flow (ALF) study,,37100,Doctors Meadow,,,,,,,126119,14-05-1999,1999,SU9155099160,491550,199160,100.00,7.00,700,7.00,700,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,490169,114,Rainbow trout,Oncorhynchus mykiss,1+,0,,,,,,0,,,,,Completed,No,No,19-04-2011 15:08:12
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER EDEN/RIVER EAMONT/1204.60 BELOW LAYBY 2B DROUGHT SITE/,River Eden,5011,River Eamont,GB102076071020,10368,1204.60 Below Layby 2B DROUGHT SITE,228,230,142.00,152.32,25.526,87.831,127442,01-08-2011,2011,NY4765725979,347657,525979,29.50,42.20,1245,8.80,260,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE (PART WIDTH),4,498154,118,Atlantic salmon,Salmo salar,>1+,0,0,0,0,,,0,0,0,0,0,Completed,No,No,17-08-2011 11:53:50
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,TAMAR/LYD/MAIN LYD/SYDENHAM/,Tamar,8217,Main Lyd,GB108047007720,10663,Sydenham,61,62,76.00,78.63,17.851,65.137,126691,24-06-2011,2011,SX4292683850,242926,83850,77.40,11.13,861,11.13,861,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,493547,111,Brown / sea trout,Salmo trutta,1+,0,,,,,,0,,,,,Completed,No,No,28-06-2011 09:24:40
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,NORTH EAST EEL SITES/RIVER COQUET/RIVER ALWIN - EEL SITE/,North East Eel Sites,68764,River Coquet,GB103022076770,36508,River Alwin - Eel Site,,,,,,,125295,23-07-2010,2010,NT9253108355,392531,608355,75.00,3.50,263,3.50,263,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,485738,111,Brown / sea trout,Salmo trutta,0+,454,0,,,,,454,454,0,1,0,Completed,No,Yes,23-11-2010 08:21:34
Environment Agency,England,South West Wessex (North - Bridgwater),South West,Wessex,Wessex,SOMERSET AREA/RIVER PARRETT CATCHMENT/RIVER YEO CATCHMENT/WRIGGLE RIVER/TRILL FARM/,Somerset Area,12525,Wriggle River,GB108052015570,37329,Trill Farm,,,38.00,,11.676,72.917,126273,12-05-2011,2011,ST5896312392,358963,112392,84.00,3.93,330,3.93,330,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,491058,111,Brown / sea trout,Salmo trutta,Age?,3,,,,,,3,,,,,Completed,No,No,23-05-2011 13:14:43
Environment Agency,England,Thames South East (London),South East,Kent and South London,Kent and South London,WANDLE/SAINSBURYS MERTON/,Wandle,9430,Wandle,GB106039023460,32589,Sainsburys Merton,,,13.00,,21.542,29.395,126483,08-06-2011,2011,TQ2650370127,526503,170127,100.00,9.40,940,9.40,940,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,492349,111,Brown / sea trout,Salmo trutta,0+,0,0,0,,,,0,0,0,0,0,Completed,No,No,13-06-2011 15:25:45
Environment Agency,England,Thames South East (Provincial),South East,West Thames,West Thames,RIVER LODDON/LODGE FARM/,River Loddon,5001,River Loddon,GB106039017080,5103,Lodge Farm,6,7,65.00,41.91,6.858,169.844,124899,21-10-2010,2010,SU6745254582,467452,154582,100.00,5.67,567,5.67,567,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,484082,111,Brown / sea trout,Salmo trutta,>1+,30,2,0,,,,32,32,0,1,0,Completed,No,No,08-11-2010 11:52:38
Environment Agency,England,North West South,North West,South,Greater Manchester Merseyside and Cheshire,MERSEY/IRWELL/WHITEWELL BROOK/IWWH01/,Mersey,6386,Whitewell Brook,GB112069064670,6387,IWWH01,5,9,263.00,4.04,3.238,106.340,127064,28-06-2011,2011,SD8420025900,384200,425900,47.60,2.10,100,2.10,100,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,495765,111,Brown / sea trout,Salmo trutta,Age?,31,11,1,,,,43,43,1,1,0,Completed,No,No,21-07-2011 12:33:58
Environment Agency,England,North East North East,Yorkshire and North East,North East,Northumbria,"RIVER TEES/SAP/BT ANNUAL, DEEPDALE BECK - BARNARD CASTLE/",River Tees,3439,River Tees,GB103025072170,3446,"SAP/BT Annual, Deepdale Beck - Barnard Castle",37,754,144.00,35.34,19.530,108.012,128813,29-09-2011,2011,NZ0440016600,404400,516600,100.00,4.50,450,4.50,450,PDC ELECTRIC FISHING,SINGLE CATCH SAMPLE,1,505508,118,Atlantic salmon,Salmo salar,>1+,0,,,,,,0,,,,,Completed,No,No,27-10-2011 12:58:47
Environment Agency,England,Anglian Northern (Kettering),Anglian,Northern,Lincolnshire and Northamptonshire,WELLAND CATCHMENT/ABOVE ROCKINGHAM/300 YARD D/S ASHLEY GAUGING WEIR/,Welland Catchment,7654,Above Rockingham,GB105031050580,6201,300 yard D/S Ashley Gauging Weir,55,56,55.00,248.12,29.477,98.935,126075,25-11-2010,2010,SP8197591522,481975,291522,200.00,6.00,1200,6.00,1200,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,489917,111,Brown / sea trout,Salmo trutta,Age?,2,0,,,,,2,2,0,1,0,Completed,No,No,11-04-2011 11:57:28
Environment Agency,England,South West Devon and Cornwall (Cornwall),South West,Devon and Cornwall,Devon and Cornwall,FOWEY/MAIN FOWEY/DOUBLEBOIS/,Fowey,8410,Main Fowey,GB108048007650,15897,Doublebois,29,30,78.00,56.45,22.721,26.521,127713,31-08-2011,2011,SX1906065197,219060,65197,54.10,8.00,433,8.00,433,PDC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,3,499871,111,Brown / sea trout,Salmo trutta,Age?,24,16,8,,,,48,57,7,0,0,Completed,No,No,05-09-2011 15:32:54
Environment Agency,England,North West North (North),North West,North,Cumbria and Lancashire,RIVER EHEN/1871.00 BRAYSTONES/,River Ehen,5452,River Ehen,GB112074069980,5458,1871.00 Braystones,133,146,12.00,136.19,35.511,3.642,125497,28-09-2010,2010,NY0072606013,300726,506013,50.00,8.20,410,8.20,410,DC ELECTRIC FISHING,CATCH DEPLETION SAMPLE,2,486795,118,Atlantic salmon,Salmo salar,Age?,0,0,,,,,0,0,0,0,0,Completed,No,No,29-11-2010 10:51:42
